product_name,country,category,subcategory,price,brand,form,type,size,rating,noofratings
"ANSH ENTERPRISES Gloss Me Supreme Shine Lip Gloss, Glossy Finish, 8 - Transparent",India,lips,lipgloss,230,Generic,other,all,,4.1,873
"Glamyou Ads Pro Matte Mini Lip Gloss , 6 Shades",India,lips,lipgloss,599,Glamyou,other,all,,,No reviews
"Glam You Ads Pro Matte Mini Lip-gloss, 6 Shades (Sweet Bud, Fuchsia Pink, Dark Orange, Dark Red, Starry Pink)",India,lips,lipgloss,599,Glamyou,other,all,,,No reviews
GOLDEN ROSE DREAM LIPS LIPLINER NO:525,India,lips,lipliner,999,GR,other,all,,,No reviews
GOLDEN ROSE DREAM LIPS LIPLINER NO:513,India,lips,lipliner,999,GR,other,all,,,No reviews
GOLDEN ROSE DREAM LIPS LIPLINER NO:508,India,lips,lipliner,999,GR,other,all,,,No reviews
GOLDEN ROSE DREAM LIPS LIPLINER NO:509,India,lips,lipliner,999,GR,other,all,,,No reviews
GOLDEN ROSE DREAM LIPS LIPLINER NO:515,India,lips,lipliner,999,GR,other,all,,5,1
"Himalaya Litchi Shine Lip Care, 4.5g",India,lips,lipbalm,160,Himalaya,other,all,70 s,4,870
"Himalaya Herbal Lip Balm, 10g",India,lips,lipbalm,330,Himalaya,other,all,10 s,4.2,80
iCUC Vanilla Mango Lip Balm For Women Dark Lips to Lighten - Benefits of Shea Butter & Vitamin E - Helps lips to stay Hydrated removes dead-skin & Moisturized - For Dry & Chapped Lips - 8 gm,India,lips,lipbalm,180,ICUC,other,normal,,4.2,8
iCUC Juicy Strawberry Lip Balm For Women Dark Lips to Lighten - Benefits of Shea Butter & Vitamin E - Helps lips to stay Hydrated removes dead-skin & Moisturized - For Dry & Chapped Lips - 8 gm,India,lips,lipbalm,180,ICUC,other,normal,,5,2
iCUC Wild Blueberries Lip Balm For Women Dark Lips to Lighten - Benefits of Shea Butter & Vitamin E - Helps lips to stay Hydrated removes dead-skin & Moisturized - For Dry & Chapped Lips - 8 gm,India,lips,lipbalm,180,ICUC,other,normal,,5,1
iCUC Cocoa Butter Lip Balm For Women Dark Lips to Lighten - Benefits of Shea Butter & Vitamin E - Helps lips to stay Hydrated removes dead-skin & Moisturized - For Dry & Chapped Lips - 8 gm,India,lips,lipbalm,180,ICUC,other,normal,,4,40
"Just Herbs Ayurvedic Rose Lip Mask, Balm For Dark, Dry & Pigmented Lips - Vegan Lip Mask For Men & Women 15gm",India,lips,lipbalm,445,Just Herbs,other,all,,4.1,104
Just Herbs Tinted Lip Balm for Men and Women with SPF 20+ for Dark Lips to Lighten 4 g (Peach),India,lips,lipbalm,7375,Just Herbs,other,all,,5,1
Just Herbs Tinted Lip Balm for Men and Women with SPF 20+ for Dark Lips to Lighten 4 g (Beetroot),India,lips,lipbalm,7375,Just Herbs,other,all,,5,3
Just Herbs Tinted Lip Balm for Men and Women with SPF 20+ for Dark Lips to Lighten 4 g (Cherry),India,lips,lipbalm,7375,Just Herbs,other,all,,5,1
Just Herbs Tinted Lip Balm for Men and Women with SPF 20+ for Dark Lips to Lighten 4 g (Cherry),India,lips,lipbalm,7375,Just Herbs,other,all,,5,1
Just Herbs Tinted Lip Balm for Men and Women with SPF 20+ for Dark Lips to Lighten 4 g (Vanilla),India,lips,lipbalm,7375,Just Herbs,other,all,,5,1
Just Herbs Tinted Lip Balm for Men and Women with SPF 20+ for Dark Lips to Lighten 4 g (Coffee),India,lips,lipbalm,7375,Just Herbs,other,all,,5,1
L.A. Girl Lipliner Pencil Plum GP541,India,lips,lipliner,3139,L.A GIRL,other,all,1 s,3,2
"Lakme Forever Matte Liquid Lip Colour, Brown Espresso, 5.6 ",India,lips,lipstick,209,LAKMï¿½,other,all,,4.1,1104
"Lakme Forever Matte Liquid Lip Colour, Brown Espresso, 5.6 ",India,lips,lipstick,209,LAKMï¿½,other,all,,4.1,1104
"Lakmï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ Cushion Matte Lipstick, Orange Rus",India,lips,lipstick,299,LAKMï¿½,other,all,,4.1,291
"Lakmï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ Cushion Matte Lipstick, ",India,lips,lipstick,299,LAKMï¿½,other,all,,4.2,289
LAKMï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ Lip Color D,India,lips,lipstick,500,LAKMï¿½,other,all,,4.1,1061
Laneige Lip Sleeping Mask,India,lips,lipbalm,6900,Laneige,other,all,,4.5,69
"Lip Smacker Original Flavors Party Pack Lip Glosses, 8 Count",India,lips,lipgloss,4090,Lip Smacker,other,all,,4.8,6565
"L'Oreal Paris Glossy Colour Riche Extraordinaire Lip Gloss, Blushing Harmony, 0.18 fl. oz",India,lips,lipgloss,2999,L'Oreal Paris,other,all,,4.4,962
"LOTUS HERBALS LIP BALM STRAWBERRY (Pack of: 2, 10 g)",India,lips,lipbalm,179,Lotus,other,all,,4,2
"Make Up for Life Professional I'M Lip Gloss, 223 Brown, 5g",India,lips,lipgloss,495,MAKE UP FOR LIFE,other,all,,2.6,2
"MAKE UP FOR LIFE 12 Hr Liquid Lip Gloss-123, Baby Pink, 5 g",India,lips,lipgloss,550,MAKE UP FOR LIFE,other,all,,,No reviews
"Makeup Revolution Gloss Up Eye Gloss, Clear",India,lips,lipgloss,499,Makeup Revolution,other,all,,4.3,3
Malibu Vegan SPF 30 Lip Gloss Coconut & Strawberry Flavour Combo 1.5x2,India,lips,lipgloss,1499,Malibu,other,all,,3.7,98
"MARS Matinee Non Transfer Smudge Proof Ultra Pigmented Lipstick, Matte Finish, 3.5 g - Peacefull Pink-10",India,lips,lipstick,249,MARS,other,all,,4.1,420
MASSUGAR NICEFACE Brand Lip Liner Pencil Waterproof Matte Lipliner Set Nude Eye Eyebrow Lip Pen Long Lasting Colorful Contour Makeup Tool: 11,India,lips,lipliner,8999,MASSUGAR,other,all,1.81 Pounds,4.6,4587
"Maybelline New York Liquid Matte Lipstick, Long Lasting, 16hr Wear, Superstay Matte Ink, Ambitious, 5",India,lips,lipstick,420,Maybelline,other,all,,4.2,23392
"Maybelline New York Liquid Matte Lipstick, Long Lasting, 16hr Wear, Superstay Matte Ink, Ambitious, 5",India,lips,lipstick,420,Maybelline,other,all,,4.2,23392
"Maybelline New York Colorsensational Lip Liner, 25 Toast, 1.13g",India,lips,lipliner,4199,Maybelline,other,all,0.02 Pounds,4.5,167
"Miss Rose Metallic Glossy Lip Gloss #33 (5 , Dark Purple)",India,lips,lipgloss,179,Miss Rose,other,all,,,No reviews
"Miss Rose Metallic Glossy Lip Gloss #31 (5 , Brown 31)",India,lips,lipgloss,179,Miss Rose,other,all,,,No reviews
Miss rose Hot and Soft Matte Lipstick Long Lasting Moisturizer Lip Gloss Lipstick Combo Pack. (Color 1),India,lips,lipstick,179.4,Miss Rose,other,all,,4.3,7
MISS ROSE Moisturizer Smooth Lip Gloss Matte Lipstick Makeup Lipgloss Sexy Colors Liquid Lipstick Blush Pink,India,lips,lipgloss,189,Miss Rose,other,all,,2.7,11
"Miss Rose Lip Gloss, Pink, 10 ",India,lips,lipgloss,305,Miss Rose,other,all,,2.2,10
Miss Rose professional make-up High Pigment lipstick 2in1 lipliner (lipstick lipliner 2in1)-You can Find Me 09 (Combo Pack of 2),India,lips,lipliner,339,Miss Rose,other,all,,,No reviews
"Miss Rose Professional Make-up 2 In 1 Lip Liner Pencil Lipstick Lip Beauty Makeup Waterproof Nude Color Cosmetics Lipliner Pen Lip Stick-04, Red (MRLSLL04-56)",India,lips,lipliner,359,Miss Rose,other,all,10 s,3.6,3
"Miss Rose Long Lasting Long Stay Waterproof Matte Lipgloss, nude, 6.0 g",India,lips,lipgloss,399,Miss Rose,other,all,,3.5,11
"MISS ROSE Professional Makeup Long Stay Long Lasting 2 In 1waterproof Lipgloss & Lipliner, Colour-Pink",India,lips,lipliner,499,Miss Rose,other,all,10 s,,No reviews
Miss Rose Professional Make-up High Pigment 2 in 1 Matte lipliner and lipstick -Chicful 41,India,lips,lipliner,499,Miss Rose,other,all,10 s,3.4,8
"Miss rose 2-In-1lipstick With Lipliner, Spanish Shade -06, nude, 2.1 g",India,lips,lipliner,499,Miss Rose,other,all,2 s,3.3,758
"Miss Rose 2 In 1 Waterproof Lip Gloss & Lip liner, Maroon, 7 ",India,lips,lipgloss,499,Miss Rose,other,all,,,No reviews
Miss rose Face Highlighter (No.-04) Golden & 2 In 1 Lipgloss & Lipliner Combo Pack,India,lips,lipliner,699,Miss Rose,other,all,20 s,,No reviews
"Miss Rose Professional Make-up professional make-up High Pigment lipstick 2in1 lipliner (lipstick lipliner 2in1), Nude (MRLSLL40-57)",India,lips,lipliner,399,Miss Rose Professional Make-up,other,all,,,No reviews
"Miss Rose Professional Make-up professional make-up High Pigment lipstick 2in1 lipliner (lipstick lipliner 2in1), Maroon (MRLSLL12-57)",India,lips,lipliner,399,Miss Rose Professional Make-up,other,all,,,No reviews
"Miss Rose Professional Make-up professional make-up High Pigment lipstick 2in1 lipliner (lipstick lipliner 2in1), Red(MRLSLL35-58)",India,lips,lipliner,499,Miss Rose Professional Make-up,other,all,,,No reviews
"Music Flower Colorstay Cushion Cinema 24 Hr Waterproof Lip Gloss, 101 Pink, 3g",India,lips,lipgloss,595,Music Flower,other,all,,,No reviews
Myglamm POPxo First Kiss Lip Balm with SPF 15 -1.5Gm,India,lips,lipbalm,6466.67,MyGlamm,other,all,1.5 s,3.8,6
MN MENOW SUPER MATTE (12PICE) MULTICOLOUR CERMY LIPLINER PENCLE (MULTICOLOUR),India,lips,lipliner,190,N&M,other,all,,5,1
"Nat Habit Beetroot Lip Balm for men & women, 10g | Lip mask for Lip Lightening, Dry and Chapped Lips | Natural, Ayurvedic, Fresh Kitchenmade | Desi Ghee, Raw Honey, Shea, Vitamin E",India,lips,lipbalm,2460,Nat Habit - Back To Natural Secrets Everyday,other,all,,4.2,726
"Nat Habit Beetroot Lip Balm for men & women, 10g | Lip mask for Lip Lightening, Dry and Chapped Lips | Natural, Ayurvedic, Fresh Kitchenmade | Desi Ghee, Raw Honey, Shea, Vitamin E",India,lips,lipbalm,2460,Nat Habit - Back To Natural Secrets Everyday,other,all,,4.2,726
"Nat Habit Beetroot Lip Balm for men & women, 10g | Lip mask for Lip Lightening, Dry and Chapped Lips | Natural, Ayurvedic, Fresh Kitchenmade | Desi Ghee, Raw Honey, Shea, Vitamin E",India,lips,lipbalm,2460,Nat Habit - Back To Natural Secrets Everyday,other,all,,4.2,726
Neutrogena Revitalizing Lip Balm Spf 20 Sheer Shimmer 10 15 Oz,India,lips,lipbalm,3499,Neutrogena,other,all,3 s,4.4,315
"NIVEA Men Lip Balm, Active Care SPF for 24h Moisture, 4.8 g",India,lips,lipbalm,140,Nivea,other,all,4.8 s,4.2,6791
"NIVEA Men 24 H melt-in mpisture Active Care clearing Lip Balm, SPF 15, 4.8g & NIVEA Lip Balm, Fruity Strawberry Shine, 4.8g",India,lips,lipbalm,275,Nivea,other,all,4.8 s,4.4,19
"NOTE Ultra Rich Color Lipstick 22, Red, 4.5g",India,lips,lipstick,475,NOTE,other,all,,3.3,24
"Note Mattemoist Lipstick 316, Red, 4.5g",India,lips,lipstick,650,NOTE,other,all,,3.9,48
"NOTE Mattemoist Lip Gloss 412, Beige, 6",India,lips,lipgloss,675,NOTE,other,all,,,No reviews
"NOTE Mattemoist Lip Gloss 409, Red, 6",India,lips,lipgloss,675,NOTE,other,all,,,No reviews
"NOTE Mattemoist Lip Gloss 407, Red, 6",India,lips,lipgloss,675,NOTE,other,all,,3,2
"Note Mattemoist Lip Gloss 403, Pink, 6",India,lips,lipgloss,675,NOTE,other,all,,3.5,5
"Palladio Precision Lipliner, Cabernet",India,lips,lipliner,3139,Palladio,other,all,0.04 Pounds,4.3,317
Pierre Cardin Paris - Mercury Velvet Lipstick 162-Nude Peach,India,lips,lipstick,1600,Pierre Cardin Paris,other,all,,,No reviews
"RAS Luxury Oils Tinted Lip Balm | Miniature Gift Set of 6 Shades Lip & Cheek Tint | Helps Moisturize, Nourish & Soften Lips with Shea Butter & Jojoba Oil | Natural & Organic | Vegan & Cruelty Free",India,lips,lipbalm,2590,RAS,other,all,,4.2,81
"RAS Luxury Oils Lush Lips Hyd & Nourishing Lip Mask | Cocoa Butter & Shea Butter | Nourish, Heal & soften Lips | Reduces Lip Pigmentation | Natural, Organic, Vegan & Cruelty Free",India,lips,lipbalm,750,RAS LUXURY OILS,other,all,50 s,4.3,53
"Revlon Super Lustrous Matte Lipsticks, Delectable, 4.2g",India,lips,lipstick,377,REVLON,other,all,,4.1,618
"Revlon ColorStay Lipliner, Rose 655, 0.01 Ounce (Pack of 2)",India,lips,lipliner,3999,REVLON,other,all,0.05 Pounds,4.5,71
"Revlon ColorStay Lipliner with SoftFlex, Wine 670, 0.01 Ounce",India,lips,lipliner,4569,REVLON,other,all,1.6 Ounces,4.5,46
"Rimmel London Lasting Finish Lipstick Lipstick, Shade 005",India,lips,lipstick,315,Rimmel London,other,all,,4.3,9663
"SH.HUDA Professional Makeup Beauty Soft Matte Lipstick, Lightweight All Day Stay Liquid Lipsticks - Coffee",India,lips,lipstick,199,Sh.Huda,other,all,,3.3,23
SUGAR Cosmetics - Time To Shine - Lip Gloss - 10 Princess Aurora (Golden beige with Shimmer) - 4.5 gms - High Shine Lip Gloss with Jojoba Oil,India,lips,lipgloss,449,SUGAR Cosmetics,other,all,,4,288
"Sunkroma SPF 15 Lip Balm, 4.8 g (Pack of 2)",India,lips,lipbalm,397,Sunkroma,other,all,5 s,3.6,158
"SWISS BEAUTY GLOSS ME LIP GLOSS (SB-304) (6 g, TRANSPARENT)",India,lips,lipgloss,199,SWISS BEAUTY,other,all,,,No reviews
"Swiss Beauty Matte Metallic Lipgloss Gloss ME, Lip Makeup, White, 10  (10 , Shade-02)",India,lips,lipgloss,199,SWISS BEAUTY,other,all,,4.1,8
Swiss Beauty Long Lasting Pure Matte Lipstick- Pixie Pink,India,lips,lipstick,229,SWISS BEAUTY,other,all,,4.1,7
"Swiss Beauty Plump-Up Wet lightweight Lip Gloss with High Shine Glossy Finish For Fuller and Plump Lips | Shade- Date Night , 2|",India,lips,lipgloss,8700,SWISS BEAUTY,other,all,,4.8,13
T.O.G. Natural Moisturizing Makeup Lip Gloss Waterproof Long Lasting Lip Tint Color 11,India,lips,lipgloss,940,T.O.G.,other,all,,,New to Amazon
T.O.G. 7pcs Cosmetic Matte Lip Gloss Liquid Lipstick Lip Pencil Stick Makeup Kit,India,lips,lipgloss,3502,T.O.G.,other,all,,,No reviews
"Vaseline Lip Tin Cocoa Butter Infused with Cocoa Butter Extract, for Healthy Lips & Natural Glossy Shine, Moisturizes & Hydrates Dry Chapped Lips, 17g",India,lips,lipbalm,249,Vaseline,other,all,17 s,4.4,483
"Vaseline Lip Tins, Rosy Lips, 17 g",India,lips,lipbalm,1245,Vaseline,other,all,,4.4,88
Ice cube velvet Lip Glaze mushed Lip Gloss Waterproof Lipstick (06# Mocha red brown Clear and soft color),India,lips,lipgloss,499,VBA,other,all,,,No reviews
"Ice cube velvet Lip Glaze mushed Lip Gloss Waterproof Lipstick (01#Spring White Peach Nude baked milk shades Natural Pure Desire, the unique aura beauty of spring is all in the lips)",India,lips,lipgloss,499,VBA,other,all,,5,1
"Zenvista Empty Cosmetics Containers, Lip Gloss Container Tube for Lipstick, Mascara, Liquid Eye Shadow, Lip Liner - 5 | Pack of 10",India,lips,lipgloss,499,Zenvista,other,all,,2,1
Shanta Rich Facial Cleanser,India,skincare,cleanser,3100,ABHATi SUISSE,cream,,75,4.16,14
Brightening Day Cream,USA,skincare,moisturizer,1633.38,ACURE,cream,"combinational,normal",51,4.4,74
Radically Rejuvenating SPF 30 Day Cream,USA,skincare,moisturizer,1633.38,ACURE,cream,"dry,combinational,normal",51,2.8,199
Night Replenisher Normal to Dry,USA,skincare,eye treatment,4248.92,Ahava,cream,"dry,normal",51,4.3,39
Essential Day Moisturizer Combination,USA,skincare,moisturizer,4248.92,Ahava,cream,"combinational,oily",51,4.7,69
Essential Day Moisturizer Normal to Dry,USA,skincare,moisturizer,4248.92,Ahava,cream,"dry,normal",51,4.6,91
Extreme Day Cream,USA,skincare,moisturizer,6536.8,Ahava,cream,"dry,normal",51,4.1,37
Clear Skin Blemish Control Gel With Wild Oregano,India,skincare,serum,5100,Alpha-H,cream,,20,4.08,8
CannaCell Dreamy Night Cream,USA,skincare,eye treatment,1796.8,Andalou Naturals,cream,"combinational,dry,sensitive,normal",51,4.6,99
Positively Radiant Night Cream,USA,skincare,eye treatment,1960.22,Aveeno,cream,dry,51,3.8,715
Calm + Restore Oat Gel Moisturizer,USA,skincare,moisturizer,2246.21,Aveeno,cream,"dry,sensitive,normal",51,4.4,404
CleananceHYDRA Soothing Cream,USA,skincare,moisturizer,2042.75,Avï¿½ï¿½,cream,sensitive,39,4.6,52
Soothing Radiance Mask,USA,skincare,mask,2124.46,Avï¿½ï¿½,cream,"dry,sensitive",48,4.9,44
Moisturizing Melt-In Balm,USA,skincare,moisturizer,2451.3,Avï¿½ï¿½,cream,"dry,sensitive",252,4.7,108
Cicalfate+ Hydrating Skin Recovery Emulsion,USA,skincare,moisturizer,2778.14,Avï¿½ï¿½,cream,"dry,sensitive,normal",39,3,6
Hydrance RICH Hydrating Cream,USA,skincare,moisturizer,2859.85,Avï¿½ï¿½,cream,sensitive,39,4.8,262
Tolerance Control Skin Recovery Balm,USA,skincare,moisturizer,2941.56,Avï¿½ï¿½,cream,sensitive,39,4.6,124
Antirouguers CALM Soothing Mask,USA,skincare,mask,3023.27,Avï¿½ï¿½,cream,sensitive,51,4.5,82
RICH Revitalizing Nourishing Cream,USA,skincare,moisturizer,3104.98,Avï¿½ï¿½,cream,"dry,sensitive,normal",48,4.4,98
Cleanance Night Blemish Correcting & Age Renewing Cream,USA,skincare,moisturizer,3922.08,Avï¿½ï¿½,cream,"combination, dry, normal, oily",30,4.1,7
PhysioLift Night Smoothing Balm,USA,skincare,eye treatment,4412.34,Avï¿½ï¿½,cream,sensitive,30,4.5,119
SKINLONGEVITY Vital Power Moisturizer SPF 30,USA,skincare,moisturizer,3104.98,bareMinerals,cream,"dry,combinational,oily,normal",51,3.2,167
SKINLONGEVITY Long Life Herb Night Treatment,USA,skincare,eye treatment,3595.24,bareMinerals,cream,"combination, dry, normal, oily",51,4.7,257
Ageless Phyto-Retinol Neck Cream,USA,skincare,eye treatment,4494.05,bareMinerals,cream,"dry,combinational,oily,normal",51,4.6,538
Ageless 10% Phyto-Retinol Night Concentrate,USA,skincare,eye treatment,5311.15,bareMinerals,cream,"dry,combinational,oily,normal",30,4.6,474
Ageless Phyto-Retinol Face Cream,USA,skincare,moisturizer,5311.15,bareMinerals,cream,"dry,combinational,oily,normal",51,4.6,568
Travel Size Face Lotion Pouch,USA,skincare,moisturizer,612.83,Beast,cream,"combinational,dry,sensitive,normal",90,4.6,11
Liquid Blender Cleanser,India,skincare,cleanser,1800,beautyblender,cream,,150,4.21,19
Universal Triple Action Daily Peel,USA,skincare,mask,6128.25,BeautyStat Cosmetics,cream,"combination, dry, normal, oily",6.3,4.9,81
Universal Vitamin C Skin Refiner,USA,skincare,moisturizer,6945.35,BeautyStat Cosmetics,cream,"combination, dry, normal, oily",30,4.5,597
Aqua Bomb Sleeping Mask,USA,skincare,eye treatment,3104.98,belif,cream,"dry,normal",75.9,4.6,963
Problem Solution Moisturizer,USA,skincare,moisturizer,3104.98,belif,cream,normal,126.6,4.3,10
The POREfessional Good Cleanup foaming cleanser,India,skincare,cleanser,1550,Benefit Cosmetics,cream,,147,4.09,9
The POREfessional Get Unblocked Cleansing Oil,India,skincare,cleanser,1850,Benefit Cosmetics,cream,,45,4.07,7
The POREfessional Tight 'n' Toned Pore-refining Toner,India,skincare,toner,1950,Benefit Cosmetics,cream,,60,4.23,23
The POREfessional Deep Retreat Clay Mask,India,skincare,mask,2050,Benefit Cosmetics,cream,,30,4.29,10
The POREfessional Tight 'n' Toned Pore-refining Toner,India,skincare,toner,3500,Benefit Cosmetics,cream,,133,4.22,21
The POREfessional Deep Retreat Clay Mask,India,skincare,mask,3990,Benefit Cosmetics,cream,,75,4.2,6
The POREfessional Speedy Smooth Pore Mask,India,skincare,mask,4000,Benefit Cosmetics,cream,,75,4.16,7
The POREfessional Get Unblocked Cleansing Oil,India,skincare,cleanser,4000,Benefit Cosmetics,cream,,147,4.09,9
Drench & Quench Cream-To-Water Hydrator,USA,skincare,moisturizer,1961.04,Bliss,cream,"combination, dry, normal, oily",51,4.6,"1,367"
Youth Got This Prevent-4 + Pure Retinol Deep Hydration Moisturizer,USA,skincare,moisturizer,2369.59,Bliss,cream,"combination, dry, normal, oily",51,4.6,46
Even True Nutritive Skin Moisturizer Broad Spectrum SPF 15,USA,skincare,moisturizer,1205.22,BLK/OPL,cream,"combinational,dry,sensitive,normal",72,4.7,14
Soothing Cleansing Oil,India,skincare,cleanser,3900,Bobbi Brown,cream,,200,4.2,11
Hydrating Water Fresh Cream,India,skincare,moisturizer,6250,Bobbi Brown,cream,,50,4.13,13
Extra Repair Intense Moisture Cream Refill,India,skincare,moisturizer,6400,Bobbi Brown,cream,,50,4.16,15
Extra Repair Intense Moisture Cream Prefill,India,skincare,moisturizer,8000,Bobbi Brown,cream,,50,4.11,11
Black Charcoal Blotting Linens,India,skincare,cleanser,990,boscia,cream,,100,4.2,11
Luminizing Black Charcoal Mask,USA,skincare,mask,2778.14,boscia,cream,"combination, dry, normal, oily",84,3.7,261
Exfoliating Peel Gel,USA,skincare,mask,2778.14,boscia,cream,"combination, dry, normal, oily",150,4.1,100
Tsubaki Cleansing Oil-Gel,India,skincare,cleanser,2800,boscia,cream,,150,4.18,11
Cactus Water Moisturizer,USA,skincare,moisturizer,3104.98,boscia,cream,"combinational,sensitive,oily",48.3,4,200
Green Tea Oil-free Moisturizer,USA,skincare,moisturizer,3104.98,boscia,cream,"combinational,oily,normal",51,4.4,53
Deep Dive Exfoliating Mask,USA,skincare,mask,1470.78,Bubble,cream,"combination, dry, normal, oily",45,4.7,173
Over Night Hydrating Sleep Mask,USA,skincare,moisturizer,1634.2,Bubble,cream,"dry,sensitive,oily,normal",51,4.8,216
Hydrating Facial Sheet Mask,USA,skincare,mask,244.31,Burt's Bees,cream,"combination, dry, normal, oily",0.21,3.8,91
Sensitive Daily Moisturizer Cream,USA,skincare,moisturizer,1224.83,Burt's Bees,cream,"combination, dry, normal, oily",54,4.2,737
Facial Oil With Rosehip Seed Extract,India,skincare,serum,3100,BURT'S BEES,cream,,4.25,4.09,7
Facial Shea Butter,USA,skincare,moisturizer,1552.49,Buttah Skin,cream,"combination, dry, normal, oily",60,4.4,413
Oil Free Gel-Cream Moisturizer,USA,skincare,moisturizer,1552.49,Buttah Skin,cream,"combination, dry, normal, oily",60,4.6,"4,789"
Moisturizing Rich Cream,USA,skincare,moisturizer,1306.54,BYOMA,cream,"dry,combinational,normal",48,4.4,220
Grape Water Face Mist,India,skincare,toner,600,CAUDALIE,cream,,75,4.12,11
Vinoclean Moisturizing Toner,India,skincare,toner,787,CAUDALIE,cream,,100,4.08,8
Vinoclean Instant Foaming Cleanser,India,skincare,cleanser,840,CAUDALIE,cream,,50,4.11,11
Vinergetic C+ Instant Detox Mask,India,skincare,mask,1125,CAUDALIE,cream,,35,4.19,8
Beauty Elixir,India,skincare,toner,1450,CAUDALIE,cream,,30,4.12,11
Vinopure Purifying Toner,India,skincare,toner,1462,CAUDALIE,cream,,200,4.12,11
Grape Water Face Mist,India,skincare,toner,1500,CAUDALIE,cream,,200,4.11,11
Vinoclean Moisturizing Toner,India,skincare,toner,1520,CAUDALIE,cream,,200,4.12,11
Vinotherapist Hyaluronic Nourishing Body Lotion,India,skincare,moisturizer,1800,CAUDALIE,cream,,200,4.12,12
Vinoclean Cleansing Almond Milk,India,skincare,cleanser,1900,CAUDALIE,cream,,200,4.21,19
Vinopure Purifying Gel Cleanser,India,skincare,cleanser,1950,CAUDALIE,cream,,150,4.11,11
Vinoclean Gentle Buffing Cream,India,skincare,cleanser,2200,CAUDALIE,cream,,75,4.11,11
Vinergetic Detox Mask,India,skincare,mask,2500,CAUDALIE,cream,,75,4.09,6
Vinoperfect Glycolic Peel Mask,India,skincare,mask,2500,CAUDALIE,cream,,75,4.09,6
Vinopure Purifying Mask,India,skincare,mask,2500,CAUDALIE,cream,,75,4.21,15
Vinosource-Hydra Moisturizing Mask,India,skincare,mask,2500,CAUDALIE,cream,,75,4.31,17
Vinopure Blemish Control Salicylic Serum,India,skincare,serum,2720,CAUDALIE,cream,,30,4.27,24
Vinopure Moisturizing Mattifying Fluid,India,skincare,moisturizer,2800,CAUDALIE,cream,,40,4.03,3
Vinosource-Hydra Moisturizing Sorbet,India,skincare,moisturizer,2800,CAUDALIE,cream,,40,4.03,3
Vinotherapist Replenishing Vegan Body Butter,India,skincare,moisturizer,2800,CAUDALIE,cream,,250,4.12,12
Vinosource-Hydra Grape Water Gel Moisturizer,India,skincare,moisturizer,3000,CAUDALIE,cream,,50,4.03,3
Vinosource-Hydra S.O.S Intense Moisturizing Cream,India,skincare,moisturizer,3000,CAUDALIE,cream,,50,4.13,13
Vinosource-Hydra S.O.S Thirst-Quenching Serum,India,skincare,serum,3400,CAUDALIE,cream,,30,4.08,8
Vinoperfect Concentrated Brightening Glycolic Essence,India,skincare,toner,3750,CAUDALIE,cream,,150,4.12,11
Vinoperfect Instant Brightening Moisturizer,India,skincare,moisturizer,4000,CAUDALIE,cream,,50,4.15,15
Vinoperfect Dark Spot Correcting Glycolic Night Cream,India,skincare,moisturizer,4000,CAUDALIE,cream,,50,4.16,16
Beauty Elixir,India,skincare,toner,4000,CAUDALIE,cream,,100,4.09,9
Beauty Elixir Face Mist,India,skincare,toner,4000,CAUDALIE,cream,,100,4.12,11
Resveratrol-lift Lightweight Firming Cashmere Moisturizer,India,skincare,moisturizer,4800,CAUDALIE,cream,,40,4.23,22
Resveratrol-lift Firming Cashmere Moisturizer,India,skincare,moisturizer,5100,CAUDALIE,cream,,50,4.16,16
Resveratrol-Lift Firming Night Cream,India,skincare,moisturizer,5100,CAUDALIE,cream,,50,4.23,22
Resveratrol Lift Instant Firming Serum,India,skincare,serum,5600,CAUDALIE,cream,,30,4.27,24
Vinoperfect Radiance Serum Complexion Correcting,India,skincare,serum,5600,CAUDALIE,cream,,30,4.27,24
Travel Size Daily Moisturizing Body and Face Lotion for Normal to Dry Skin,USA,skincare,moisturizer,652.86,CeraVe,cream,"dry,normal",90,4.7,"14,611"
Itch Relief Moisturizing Lotion,USA,skincare,moisturizer,1633.38,CeraVe,cream,"combination, dry, normal, oily",240,4.6,178
Itch Relief Moisturizing Cream,USA,skincare,moisturizer,2123.64,CeraVe,cream,"combination, dry, normal, oily",360,4.5,143
"Moisturizing Lotion, Hydrating Body Moisturizer",USA,skincare,moisturizer,979.7,Cetaphil,cream,"combination, dry, normal, oily",240,4.7,"9,174"
UVA/UVB Defense SPF50 Daytime Moisturizer,USA,skincare,moisturizer,1633.38,Cetaphil,cream,"sensitive,normal",51,4.1,319
Daily Facial Moisturizer With Sunscreen SPF 15,USA,skincare,moisturizer,1715.09,Cetaphil,cream,"sensitive,normal",120,4.3,749
"Hydrating Moisturizing Cream, Body Moisturizer",USA,skincare,moisturizer,1715.09,Cetaphil,cream,"combination, dry, normal, oily",480,4.8,"1,352"
Deep Hydration Skin Restoring Water Gel,USA,skincare,moisturizer,1960.22,Cetaphil,cream,"combination, dry, normal, oily",51,4.6,153
Healthy Radiance Renewing Cream,USA,skincare,moisturizer,2041.93,Cetaphil,cream,"combination, dry, normal, oily",51,4.5,74
